Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
2.508324125,-0.4387893882,-0.5707847267,-0.7291644564,1.024700998,1
2.518405125,-0.3918605125,-0.5880234879,-0.667742672,0.9722173417,1
2.528485125,-0.3576543009,-0.6057762194,-0.4422464083,0.8309412209,1
2.538566125,-0.3461171597,-0.6272290689,-0.1013193834,0.7235184936,1
2.548647125,-0.5385218373,-0.8084746277,0.07734565303,0.974484142,1
2.558728125,-0.6536856732,-1.082554091,0.176668797,1.276886911,1
2.568809125,-0.6215216017,-1.169388751,0.3030737588,1.358533348,1
2.578890125,-0.5445146486,-0.9330594975,0.1934103987,1.097498889,1
2.588971125,-0.4954515392,-0.4422015309,-0.2446099345,0.7077064658,1
2.599052125,-0.6397631603,0.1757240331,-0.6675859666,0.9411943795,1
2.609133125,-0.8058074203,0.6859965098,-0.7130610783,1.276077157,1
2.619214125,-1.010068497,0.9572096676,-0.8000647236,1.605176713,1
2.629294125,-1.102900355,1.01051464,-1.041147033,1.822502722,1
2.639375125,-1.031891183,0.898552739,-1.40185972,1.958930094,1
2.649456125,-0.7268840423,0.6617691565,-1.636825696,1.909318513,1
2.659537125,-0.3363865158,0.2892781305,-1.502764243,1.566888029,1
2.669618125,0.147988058,-0.3168688023,-1.14137708,1.193753719,1
2.679699125,0.7317740688,-1.039496364,-0.3446291164,1.317123839,1
2.689780125,1.045358198,-1.6514221,0.4645530975,2.008924661,1
2.699860917,0.8130477351,-2.058991157,0.8961900254,2.388231096,1
2.709941917,0.5362823537,-2.359666681,1.216037107,2.708204544,1
2.720021917,0.3330515563,-2.343958721,1.347982598,2.724357338,1
2.730102917,0.1549208093,-2.03962284,0.987411048,2.271352541,1
2.740183917,0.0427589339,-1.672027103,0.6720697577,1.802548396,1
2.750264917,0.06886324346,-1.241111283,0.5989971037,1.379817703,1
2.760345917,0.1612322938,-0.8873442113,0.5596861267,1.061425533,1
2.770426917,0.1854005903,-0.6004412198,0.5091346085,0.8087775262,1
2.780507917,0.1629010892,-0.3803713185,0.4744670516,0.62955388,1
2.790588917,0.1764344698,-0.06631268799,0.3512514536,0.3986277441,1
2.800669917,0.1168589437,0.3265453595,0.120669428,0.3672179127,1
2.810750917,0.08284072012,0.706441884,-0.2408569723,0.7509559252,1
2.820830917,0.110113011,1.002039101,-0.6454222418,1.196986677,1
2.830911917,0.1416850519,1.226707252,-0.7960551417,1.469213778,1
2.840992917,0.1841551334,1.41425611,-0.6878956854,1.583424747,1
2.851073917,0.3161174351,1.589631649,-0.564347527,1.71620137,1
2.861154917,0.4598162681,1.70671688,-0.5693194145,1.856997066,1
2.871235917,0.6372585055,1.750421308,-0.7821183032,2.0203421,1
